Ad No,Name,Price,Model Year,Location,Mileage,Registered City,Engine Type,Engine Capacity,Transmission,Color,Assembly,Body Type,Features,Last Updated,URL
4094559,Suzuki Swift DLX 1.3 Navigation  2010,1145000,2010," Kakshal, Peshawar KPK",200000,Lahore,1,1300,2,Silver,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-swift-2010-for-sale-in-peshawar-4094559
4094561,Suzuki Baleno JXR 2005,725000,2005, Sargodha Punjab,140000,Lahore,1,1300,2,White,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-baleno-2005-for-sale-in-sargodha-4094561
4094580,Toyota Corolla Altis Automatic 1.6 2018,3100000,2018," Chichawatni to Rajana Road, Toba Tek Singh Punjab",35000,Lahore,1,1600,1,White,Local,2," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Power Locks, Power Mirrors, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2018-for-sale-in-toba-tek-singh-4094580
4094536,Toyota Corolla GLi 1.3 VVTi 2015,2075000,2015, Sargodha Punjab,178000,Lahore,1,1300,2,Silver,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-sargodha-4094536
4094592,Suzuki Bolan VX Euro II 2015,625000,2015," Burewala Road, Vehari Punjab",92000,Multan,1,800,2,Assembly,Local,6," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-bolan-2015-for-sale-in-vehari-4094592
4094591,Suzuki Wagon R VXR 2018,1500000,2018," Jhang Chiniot Road, Chiniot Punjab",24000,Islamabad,1,1000,2,Silver,Local,1," AM/FM Radio, Air Conditioning, Cassette Player",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-wagon-r-2018-for-sale-in-chiniot-4094591
4094497,Suzuki Mehran VXR (CNG) 2011,550000,2011," Qasimabad, Hyderabad Sindh",70000,Karachi,1,800,2,Grey,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cassette Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-hyderabad-4094497
4094439,Toyota Vitz F 1.0 2014,1850000,2014," Sabzazar Scheme, Lahore Punjab",81000,Lahore,1,1000,1,Gold,Imported,1," AM/FM Radio, Air Conditioning, Cassette Player",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-vitz-2014-for-sale-in-lahore-4094439
4094443,Mitsubishi Lancer GLX Automatic 1.3 2007,1075000,2007," Wapda Town, Lahore Punjab",230000,Lahore,1,1300,1,Silver,Imported,2," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/mitsubishi-lancer-2007-for-sale-in-lahore-4094443
4094431,Honda City 1.3 i-VTEC 2014,1675000,2014," Nazimabad, Karachi Sindh",57000,Karachi,1,1300,2,Silver,Local,2," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player",13-Jun-20,https://www.pakwheels.com/used-cars/honda-city-2014-for-sale-in-karachi-4094431
4094437,Suzuki Bolan VX Euro II 2018,1150000,2018," Dheri Hassanabad, Rawalpindi Punjab",14000,Islamabad,1,800,2,White,Local,6," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-bolan-2018-for-sale-in-rawalpindi-4094437
4094429,Nissan Dayz X 2016,1750000,2016," Khalid Bin Walid Road, Karachi Sindh",17000,Un-Registered,1,660,1,Black,Imported,1," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Cassette Player, CoolBox, Power Locks",13-Jun-20,https://www.pakwheels.com/used-cars/nissan-dayz-2016-for-sale-in-karachi-4094429
4094455,Suzuki Alto VXR 2007,660000,2007, Hari pur KPK,198000,Rawalpindi,1,1000,2,Silver,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-hari-pur-4094455
4094453,Toyota Corolla XLi VVTi 2015,1200000,2015," DHA Defence, Lahore Punjab",102000,Lahore,1,1300,2,White,Local,2," AM/FM Radio, Air Conditioning, CD Player, Front Speakers, USB and Auxillary Cable",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-4094453
4094458,Toyota Corolla GLi Automatic 1.3 VVTi 2019,2950000,2019," Malir, Karachi Sindh",123456,Karachi,1,1300,1,Black,Local,2," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2019-for-sale-in-karachi-4094458
4094457,Honda Civic Oriel 1.8 i-VTEC CVT 2018,3590000,2018," Aisha Manzil, Karachi Sindh",17000,Karachi,1,1800,1,Black,Local,2, Air Conditioning,13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-4094457
4094461,Suzuki Mehran VX (CNG) 2012,580000,2012," Hayatabad, Peshawar KPK",85000,Lahore,1,800,2,White,Local,1," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-peshawar-4094461
4094467,Hyundai Santro Club GV 2006,650000,2006," Satellite Town, Sargodha Punjab",100000,Lahore,1,1000,2,Assembly,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/hyundai-santro-2006-for-sale-in-sargodha-4094467
4094469,Toyota Vitz F 1.0 2015,1980000,2015," Johar Town, Lahore Punjab",45000,Lahore,1,1000,1,Blue,Imported,1," Air Conditioning, Alloy Rims, CD Player, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-vitz-2015-for-sale-in-lahore-4094469
4094473,Toyota Fortuner 2.7 VVTi 2018,8000000,2018," Arifwala Road, Sahiwal Punjab",60000,Islamabad,1,2700,1,White,Local,3," AM/FM Radio, Air Conditioning",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-fortuner-2018-for-sale-in-sahiwal-4094473
4094476,Toyota Corolla Altis Automatic 1.6 2017,2875000,2017," Gulberg Town, Karachi Sindh",37700,Karachi,1,1600,1,Grey,Local,2," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, Power Locks, Power Mirrors, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-4094476
4094489,Suzuki Cultus EURO II 2012,1070000,2012," GT Road, Taxila Punjab",40000,Islamabad,1,1000,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2012-for-sale-in-taxila-4094489
4094484,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,2700000,2014," Johar Town, Lahore Punjab",89973,Lahore,1,1800,1,White,Local,2," ABS, AM/FM Radio, Air Conditioning, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2014-for-sale-in-lahore-4094484
4094492,Suzuki Bolan VX Euro II 2015,610000,2015," Multan Vehari Road, Vehari Punjab",298336,Vehari,1,800,2,Assembly,Local,6," ABS, AM/FM Radio, Air Conditioning, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-bolan-2015-for-sale-in-vehari-4094492
4094493,Suzuki Mehran VX Euro II 2017,550000,2017, Lahore Punjab,20000,Lahore,1,800,2,White,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-4094493
4094495,Suzuki Cultus VXR 2005,515000,2005, Muridkay Punjab,25000,Lahore,1,1000,2,Silver,Imported,1," AM/FM Radio, Air Conditioning, CD Player, Cassette Player, Power Steering",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2005-for-sale-in-muridkay-4094495
4094427,Toyota Corolla GLi Automatic 1.3 VVTi 2015,2260000,2015," Model Town, Lahore Punjab",73000,Lahore,1,1300,1,Silver,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cassette Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2015-for-sale-in-lahore-4094427
4094325,Suzuki Cultus VXR 2018,1600000,2018," Paragon City, Lahore Punjab",61000,Lahore,1,1000,2,White,Local,1," AM/FM Radio, CD Player",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2018-for-sale-in-lahore-4094325
4094337,Suzuki Mehran VXR Euro II 2018,1050000,2018," Saidpur Road, Rawalpindi Punjab",31500,Rawalpindi,1,800,2,White,Local,1," AM/FM Radio, Immobilizer Key",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-rawalpindi-4094337
4094332,Honda Fit 1.5 Hybrid S Package 2018,3400000,2018," Hajipura Road, Sialkot Punjab",19900,Un-Registered,3,1500,1,White,Imported,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/honda-fit-2018-for-sale-in-sialkot-4094332
4094341,Toyota Prado TZ 3.4 2003,5500000,2003," G- 8, Islamabad Islamabad",95000,Islamabad,1,3378,1,Beige,Imported,3," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-prado-2003-for-sale-in-islamabad-4094341
4094351,Toyota Passo X L Package 2016,2275000,2016," G-10, Islamabad Islamabad",25001,Un-Registered,1,1000,1,White,Imported,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Climate Control, Cruise Control, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Rear speakers, Steering Switches, Sun Roof, USB and Auxillary Cable",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-passo-2016-for-sale-in-islamabad-4094351
4094350,Honda Civic VTi Oriel Prosmatec 1.6 2003,1020000,2003," Charsadda Road, Peshawar KPK",180000,Islamabad,1,1600,1,Blue,Local,2," AM/FM Radio, Immobilizer Key",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-peshawar-4094350
4094348,Honda Civic 1.5 RS Turbo 2016,3250000,2016, Jehlum Punjab,56000,Lahore,1,1500,1,White,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-jehlum-4094348
4094353,FAW V2 VCT-i 2017,1245000,2017," Shadbagh, Lahore Punjab",49000,Lahore,1,1300,2,Blue,Imported,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Cassette Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/faw-v2-2017-for-sale-in-lahore-4094353
4094363,Honda Civic VTi Prosmatec 1.8 i-VTEC 2008,1275000,2008," Hafizabad Bypass, Hafizabad Punjab",150000,Karachi,1,1800,1,Black,Local,2," AM/FM Radio, Air Conditioning, CD Player, Power Steering",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2008-for-sale-in-hafizabad-4094363
4094376,Honda Civic VTi Oriel Prosmatec 1.6 2003,1100000,2003, Rawalpindi Punjab,138000,Islamabad,1,1600,1,White,Local,2," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2003-for-sale-in-rawalpindi-4094376
4094375,Honda Civic Oriel 1.8 i-VTEC CVT 2017,3300000,2017, Lahore Punjab,62000,Lahore,1,1800,1,Black,Local,2," AM/FM Radio, Immobilizer Key",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-4094375
4094386,Suzuki Cultus VXR (CNG) 2003,450000,2003," Aisha Manzil, Karachi Sindh",100000,Karachi,1,1000,2,Blue,Local,1," AM/FM Radio, Air Conditioning, Alloy Rims, Cassette Player, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2003-for-sale-in-karachi-4094386
4094382,Suzuki Mehran VX Euro II 2015,600000,2015," Gul Center, Hyderabad Sindh",50000,Hyderabad,1,800,2,Grey,Local,1, Air Conditioning,13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-hyderabad-4094382
4094391,Toyota Corolla XLi VVTi 2010,1300000,2010," Gulistan-e-Jauhar, Karachi Sindh",100000,Karachi,1,1300,2,Black,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2010-for-sale-in-karachi-4094391
4094398,Toyota Corolla XLi VVTi 2014,1675000,2014," Gulshan-e-Iqbal, Karachi Sindh",72000,Karachi,1,1300,2,Black,Local,2," AM/FM Radio, Air Bags, Air Conditioning, Immobilizer Key, Power Mirrors, Power Steering",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2014-for-sale-in-karachi-4094398
4094394,Toyota Fortuner TRD Sportivo 2016,5900000,2016," Gulshan-e-Maymar, Karachi Sindh",75000,Karachi,1,2700,1,Black,Local,3," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Front Camera, Front Speakers, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Rear speakers, Steering Switches, USB and Auxillary Cable",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-fortuner-2016-for-sale-in-karachi-4094394
4094415,Suzuki Alto VXR 2008,520000,2008," Model Colony, Karachi Sindh",126000,Karachi,1,1000,2,Blue,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-alto-2008-for-sale-in-karachi-4094415
4094373,Suzuki Hustler G Turbo 2014,1450000,2014, Hari pur KPK,87500,Islamabad,1,660,1,Red,Imported,1," AM/FM Radio, Air Conditioning, Cassette Player",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-hustler-2014-for-sale-in-hari-pur-4094373
4094324,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2016,2750000,2016," DHA Defence, Karachi Sindh",48000,Karachi,1,1800,1,White,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cassette Player, CoolBox, DVD Player, Front Speakers, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows, Rear Camera, Rear speakers, Steering Switches, USB and Auxillary Cable",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-4094324
4094243,Toyota Vitz F 1.0 2001,1050000,2001," Ring Road, Peshawar KPK",150000,Rawalpindi,1,1000,1,Red,Imported,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-vitz-2001-for-sale-in-peshawar-4094243
4094239,Toyota Vitz F 1.0 2004,1060000,2004, Karachi Sindh,79000,Karachi,1,1000,1,Assembly,Imported,1," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-vitz-2004-for-sale-in-karachi-4094239
4094254,FAW V2 VCT-i 2017,1300000,2017," Bahria Town Rawalpindi, Rawalpindi Punjab",27000,Islamabad,1,1300,2,White,Local,1," AM/FM Radio, Cassette Player",13-Jun-20,https://www.pakwheels.com/used-cars/faw-v2-2017-for-sale-in-rawalpindi-4094254
4094240,Suzuki Mehran VXR 1991,240000,1991," Defence Road, Sialkot Punjab",160000,Lahore,1,800,2,Grey,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-1991-for-sale-in-sialkot-4094240
4093593,Honda N One G L Package  2014,1485000,2014, Lahore Punjab,37000,Lahore,1,660,1,Silver,Imported,1," AM/FM Radio, Air Conditioning, CD Player, DVD Player, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/honda-n-one-2014-for-sale-in-lahore-4093593
4094267,Suzuki Alto ECO-S 2014,1275000,2014," North Nazimabad, Karachi Sindh",68000,Karachi,1,660,1,Assembly,Imported,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-alto-2014-for-sale-in-karachi-4094267
4094284,Honda Civic VTi 1.6 1997,660000,1997," Warsak Road, Peshawar KPK",95000,Peshawar,1,1600,2,Gold,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-1997-for-sale-in-peshawar-4094284
4094278,Suzuki Mehran VXR Euro II 2017,850000,2017," Mughal Pura, Lahore Punjab",74000,Lahore,1,800,2,Grey,Local,1," AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, Keyless Entry",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2017-for-sale-in-lahore-4094278
4094285,Suzuki Alto ECO-L 2013,1390000,2013," Academy Town, Peshawar KPK",90000,Islamabad,1,660,1,White,Imported,1," AM/FM Radio, Air Conditioning, Cassette Player, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-alto-2013-for-sale-in-peshawar-4094285
4094288,Suzuki Cultus VXL (CNG) 2007,565000,2007," K.A.E.C.H.S, Karachi Sindh",150000,Karachi,1,1000,2,Blue,Local,1," AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cassette Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2007-for-sale-in-karachi-4094288
4094313,Suzuki Mehran VX Euro II 2016,815000,2016," G- 6, Islamabad Islamabad",43000,Islamabad,1,800,2,Grey,Local,1," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-4094313
4094312,Toyota Corolla Altis Automatic 1.6 2017,2850000,2017," North Nazimabad, Karachi Sindh",5200,Karachi,1,1600,1,Bronze,Local,2, AM/FM Radio,13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2017-for-sale-in-karachi-4094312
4094316,Suzuki Alto G 2007,775000,2007, Gujranwala Punjab,142300,Lahore,1,660,2,Silver,Imported,1," AM/FM Radio, Immobilizer Key",13-Jun-20,https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-gujranwala-4094316
4094318,Honda Civic VTi Oriel Automatic 1.6 2000,880000,2000," Green View Colony, Faisalabad Punjab",100000,Karachi,1,1600,1,Black,Local,2," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",13-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-faisalabad-4094318
4094321,Toyota Corolla GLi 1.3 VVTi 2013,1695000,2013," Tariq Road, Karachi Sindh",68800,Karachi,1,1300,2,Black,Local,2," AM/FM Radio, Air Conditioning, Cassette Player",13-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2013-for-sale-in-karachi-4094321
4094237,Daihatsu Mira L SA 2017,1825000,2017, Karachi Sindh,7050,Un-Registered,1,660,1,White,Imported,1, Air Conditioning,13-Jun-20,https://www.pakwheels.com/used-cars/daihatsu-mira-2017-for-sale-in-karachi-4094237
4094175,Honda Civic VTi Prosmatec 1.8 i-VTEC 2016,2600000,2016," Jinnah Town, Faisalabad Punjab",94000,Lahore,1,1800,1,White,Local,2," AM/FM Radio, Air Conditioning, Cassette Player",12-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-faisalabad-4094175
4094156,Suzuki Cultus VXRi (CNG) 2008,790000,2008," Gulberg, Islamabad Islamabad",60000,Islamabad,1,1000,2,White,Local,1, AM/FM Radio,12-Jun-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-islamabad-4094156
4094174,Toyota Corolla GLi 1.3 VVTi 2012,1450000,2012," Sadar, Jhang Punjab",224000,Karachi,1,1300,2,Blue,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",12-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2012-for-sale-in-jhang-4094174
3930158,Toyota Corolla 2.0D 1999,850000,1999," I-10, Islamabad Islamabad",122000,Islamabad,1,1600,2,Green,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",12-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-1999-for-sale-in-islamabad-3930158
4094163,Suzuki Cultus VXRi (CNG) 2008,679000,2008," I.I. Chundrigar Road, Karachi Sindh",96000,Karachi,1,1000,2,Blue,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",12-Jun-20,https://www.pakwheels.com/used-cars/suzuki-cultus-2008-for-sale-in-karachi-4094163
4094155,Daihatsu Cuore CX Eco 2010,650000,2010," Orangi Town, Karachi Sindh",81000,Karachi,1,800,2,Gold,Local,1," ABS, AM/FM Radio, Air Conditioning, Alloy Rims, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows",12-Jun-20,https://www.pakwheels.com/used-cars/daihatsu-cuore-2010-for-sale-in-karachi-4094155
4094176,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,1500000,2010, Multan Punjab,94000,Karachi,1,1800,1,White,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Cruise Control, DVD Player, Immobilizer Key, Keyless Entry, Navigation System, Power Locks, Power Mirrors, Power Steering, Power Windows, Sun Roof",12-Jun-20,https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-multan-4094176
4094181,Toyota Vitz F 1.0 2016,2225000,2016," Cantt, Sargodha Punjab",69000,Un-Registered,1,1000,1,White,Imported,1," AM/FM Radio, Air Conditioning, CD Player, Cassette Player",12-Jun-20,https://www.pakwheels.com/used-cars/toyota-vitz-2016-for-sale-in-sargodha-4094181
4094179,Toyota Corolla Altis Automatic 1.8 2007,1450000,2007," Warsak Road, Peshawar KPK",150000,Peshawar,1,1800,1,White,Local,2," ABS, AM/FM Radio, Air Conditioning, CD Player, DVD Player, Immobilizer Key, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",12-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2007-for-sale-in-peshawar-4094179
4094187,Toyota Corolla XE 2000,1200000,2000," Gulshan-e-Iqbal, Karachi Sindh",72000,Karachi,1,1300,2,Black,Local,2," ABS, AM/FM Radio, Air Bags, Air Conditioning, CD Player, Immobilizer Key, Power Locks, Power Mirrors, Power Steering, Power Windows",12-Jun-20,https://www.pakwheels.com/used-cars/toyota-corolla-2000-for-sale-in-karachi-4094187
4094192,Toyota Vitz FL 1.0 2003,1350000,2003," Hayatabad, Peshawar KPK",88489,Islamabad,1,1000,1,Assembly,Imported,1," AM/FM Radio, Air Conditioning, CD Player, Immobilizer Key, Power Steering",12-Jun-20,https://www.pakwheels.com/used-cars/toyota-vitz-2003-for-sale-in-peshawar-4094192
4094198,Suzuki Swift DLX 1.3 2017,1700000,2017," Al Faisal Town, Lahore Punjab",44803,Lahore,1,1300,2,Silver,Local,1," ABS, AM/FM Radio, Air Bags, Air Conditioning, Alloy Rims, CD Player, Keyless Entry, Power Locks, Power Mirrors, Power Steering, Power Windows",12-Jun-20,https://www.pakwheels.com/used-cars/suzuki-swift-2017-for-sale-in-lahore-4094198
